02/25/23  13:57   Данные от пользователя: 3
02/25/23  18:03   Данные от пользователя: 1
02/25/23  18:03   Данные от пользователя: 1
02/25/23  18:03   Данные от пользователя: 1
02/25/23  18:04   Данные от пользователя: 2
02/25/23  18:04   Данные от пользователя: 2
02/25/23  18:04   Данные от пользователя: 1
02/25/23  18:04   Данные от пользователя: 2
02/25/23  18:04   Данные от пользователя: 3
02/25/23  18:04   Данные от пользователя: 4
02/25/23  18:04   Данные от пользователя: 3
02/25/23  18:05   Данные от пользователя: 1
02/25/23  18:06   Данные от пользователя: 1
02/25/23  18:06   Данные от пользователя: 2
02/25/23  18:07   Данные от пользователя: 2
02/25/23  18:07   Данные от пользователя: 2
02/25/23  18:07   Данные от пользователя: 1
02/25/23  18:07   Данные от пользователя: 2
02/25/23  18:08   Данные от пользователя: 2
02/25/23  18:08   Данные от пользователя: 1
02/25/23  18:08   Данные от пользователя: 2
02/25/23  18:08   Данные от пользователя: 2
02/25/23  18:08   Данные от пользователя: 2
02/25/23  18:08   Данные от пользователя: 1
02/25/23  18:09   Данные от пользователя: 1
02/25/23  18:09   Данные от пользователя: 4
02/25/23  18:09   Данные от пользователя: 3
02/25/23  18:10   Данные от пользователя: 2
02/25/23  18:10   Данные от пользователя: 1
02/25/23  18:10   Данные от пользователя: 2
02/25/23  18:10   Данные от пользователя: 1
02/25/23  18:10   Данные от пользователя: 2
02/25/23  18:10   Данные от пользователя: 1
Пользователь ввел: /usr/local/bin/python3 /Users/dasa/Documents/Project_2/controler.py. Это некорректный ввод, 02/25/23 18:14 
02/25/23  18:14   Данные от пользователя: 2
02/25/23  18:14   Данные от пользователя: 1
02/25/23  18:14   Данные от пользователя: 3
02/25/23  18:16   Данные от пользователя: 2
02/25/23  18:16   Данные от пользователя: 2
02/25/23  18:16   Данные от пользователя: 2
Пользователь ввел: /usr/local/bin/python3 /Users/dasa/Documents/Project_2/controler.py. Это некорректный ввод, 02/25/23 18:40 
02/25/23  18:40   Данные от пользователя: 1
02/25/23  18:40   Данные от пользователя: 2
02/25/23  18:40   Данные от пользователя: 1
02/25/23  18:40   Данные от пользователя: 1
02/25/23  18:44   Данные от пользователя: 1
02/25/23  18:44   Данные от пользователя: 3
02/25/23  18:45   Данные от пользователя: 1
02/25/23  18:45   Данные от пользователя: 3
02/25/23  18:46   Данные от пользователя: 1
02/25/23  18:46   Данные от пользователя: 3
02/25/23  18:46   Данные от пользователя: 1
02/25/23  18:46   Данные от пользователя: 3
Пользователь ввел: /usr/local/bin/python3 /Users/dasa/Documents/Project_2/controler.py. Это некорректный ввод, 02/25/23 18:50 
02/25/23  18:50   Данные от пользователя: 1
02/25/23  18:50   Данные от пользователя: 3
02/25/23  18:50   Данные от пользователя: 3
02/25/23  18:51   Данные от пользователя: 1
02/25/23  18:51   Данные от пользователя: 3
Пользователь ввел: /usr/local/bin/python3 /Users/dasa/Documents/Project_2/controler.py. Это некорректный ввод, 02/25/23 18:52 
02/25/23  18:52   Данные от пользователя: 1
02/25/23  18:52   Данные от пользователя: 3
02/25/23  18:53   Данные от пользователя: 1
02/25/23  18:53   Данные от пользователя: 3
02/25/23  18:53   Данные от пользователя: 3
02/25/23  19:26   Данные от пользователя: 1
02/25/23  19:26   Данные от пользователя: 3
02/25/23  19:31   Данные от пользователя: 1
02/25/23  19:31   Данные от пользователя: 3
02/25/23  19:31   Данные от пользователя: 1
02/25/23  19:31   Данные от пользователя: 3
02/25/23  19:31   Данные от пользователя: 2
02/25/23  19:33   Данные от пользователя: 1
02/25/23  19:33   Данные от пользователя: 3
02/25/23  19:33   Данные от пользователя: 2
02/25/23  19:40   Данные от пользователя: 1
02/25/23  19:40   Данные от пользователя: 3
02/25/23  19:41   Данные от пользователя: 3
02/25/23  19:41   Данные от пользователя: 1
02/25/23  19:41   Данные от пользователя: 3
02/25/23  19:41   Данные от пользователя: 1
02/25/23  19:43   Данные от пользователя: 1
02/25/23  19:43   Данные от пользователя: 3
02/25/23  19:43   Данные от пользователя: 3
02/25/23  19:44   Данные от пользователя: 1
02/25/23  19:44   Данные от пользователя: 3
02/25/23  19:45   Данные от пользователя: 1
02/25/23  19:45   Данные от пользователя: 3
02/25/23  19:45   Данные от пользователя: 3
02/25/23  19:46   Данные от пользователя: 1
02/25/23  19:46   Данные от пользователя: 3
02/25/23  19:46   Данные от пользователя: 1
02/25/23  19:46   Данные от пользователя: 3
02/25/23  19:46   Данные от пользователя: 1
02/25/23  19:47   Данные от пользователя: 3
02/25/23  19:58   Данные от пользователя: 1
02/25/23  19:58   Данные от пользователя: 2
02/25/23  19:58   Данные от пользователя: 1
02/25/23  20:03   Данные от пользователя: 1
02/25/23  20:03   Данные от пользователя: 2
02/25/23  20:03   Данные от пользователя: 1
02/25/23  20:04   Данные от пользователя: 3
02/25/23  20:06   Данные от пользователя: 1
02/25/23  20:06   Данные от пользователя: 2
02/25/23  20:07   Данные от пользователя: 2
02/25/23  20:07   Данные от пользователя: 5
Пользователь ввел: /usr/local/bin/python3 /Users/dasa/Documents/Project_2/controler.py. Это некорректный ввод, 02/25/23 21:11 
02/25/23  21:14   Данные от пользователя: 1
02/25/23  21:14   Данные от пользователя: 2
02/25/23  21:15   Данные от пользователя: 1
02/25/23  21:15   Данные от пользователя: 2
02/25/23  21:15   Данные от пользователя: 1
02/25/23  21:16   Данные от пользователя: 3
02/25/23  21:21   Данные от пользователя: 1
02/25/23  21:21   Данные от пользователя: 2
02/25/23  21:21   Данные от пользователя: 1
02/25/23  21:21   Данные от пользователя: 1
02/25/23  21:21   Данные от пользователя: 2
02/25/23  21:21   Данные от пользователя: 2
02/25/23  21:22   Данные от пользователя: 1
02/25/23  21:22   Данные от пользователя: 2
02/25/23  21:22   Данные от пользователя: 1
02/25/23  21:22   Данные от пользователя: 1
Пользователь ввел: q. Это некорректный ввод, 02/25/23 21:22 
02/25/23  21:22   Данные от пользователя: 1
02/25/23  21:23   Данные от пользователя: 2
02/25/23  21:23   Данные от пользователя: 1
02/25/23  21:23   Данные от пользователя: 2
02/25/23  21:23   Данные от пользователя: 2
02/25/23  21:23   Данные от пользователя: 1
02/25/23  21:23   Данные от пользователя: 2
02/25/23  21:24   Данные от пользователя: 3
02/25/23  21:24   Данные от пользователя: 4
02/25/23  21:24   Данные от пользователя: 1
02/25/23  21:24   Данные от пользователя: 3
02/25/23  21:24   Данные от пользователя: 3
02/25/23  21:25   Данные от пользователя: 1
02/25/23  21:25   Данные от пользователя: 2
02/25/23  21:25   Данные от пользователя: 3
02/25/23  21:25   Данные от пользователя: 3
02/25/23  21:27   Данные от пользователя: 1
02/25/23  21:27   Данные от пользователя: 2
02/25/23  21:27   Данные от пользователя: 1
02/25/23  21:27   Данные от пользователя: 1
02/25/23  21:27   Данные от пользователя: 2
02/25/23  21:28   Данные от пользователя: 1
02/25/23  21:28   Данные от пользователя: 2
02/25/23  21:28   Данные от пользователя: 3
02/25/23  21:28   Данные от пользователя: 1
02/25/23  21:28   Данные от пользователя: 6
Пользователь ввел: a. Это некорректный ввод, 02/25/23 21:29 
02/25/23  21:29   Данные от пользователя: 7
02/25/23  21:29   Данные от пользователя: 3
Пользователь ввел: ф. Это некорректный ввод, 02/25/23 21:35 
02/25/23  21:35   Данные от пользователя: 1
02/25/23  21:35   Данные от пользователя: 1
02/25/23  21:35   Данные от пользователя: 6
02/25/23  21:36   Данные от пользователя: 1
02/25/23  21:36   Данные от пользователя: 2
02/25/23  21:37   Данные от пользователя: 1
02/25/23  21:37   Данные от пользователя: 2
02/25/23  21:37   Данные от пользователя: 3
02/25/23  21:38   Данные от пользователя: 1
02/25/23  21:41   Данные от пользователя: 1
02/25/23  21:41   Данные от пользователя: 2
02/25/23  21:41   Данные от пользователя: 3
02/25/23  21:42   Данные от пользователя: 1
02/25/23  21:42   Данные от пользователя: 3
02/25/23  21:42   Данные от пользователя: 3
02/25/23  21:42   Данные от пользователя: 1
02/25/23  21:42   Данные от пользователя: 3
02/25/23  21:43   Данные от пользователя: 1
Пользователь ввел: a. Это некорректный ввод, 02/25/23 21:43 
02/25/23  21:44   Данные от пользователя: 1
02/25/23  21:44   Данные от пользователя: 2
02/25/23  21:44   Данные от пользователя: 1
02/25/23  21:45   Данные от пользователя: 1
02/25/23  21:45   Данные от пользователя: 2
02/25/23  21:45   Данные от пользователя: 1
02/25/23  21:45   Данные от пользователя: 1
02/25/23  21:45   Данные от пользователя: 2
02/25/23  21:46   Данные от пользователя: 1
